Symbol,Conclusion,Price,Market Cap (Cr),Score (%),market_cap,stock_price,eps,eps_growth_5y,roe,roce,operating_margin,net_margin,gross_margin,de_ratio,interest_coverage,current_ratio,quick_ratio,free_cash_flow,cash_conversion_ratio,revenue,revenue_growth_5y,profit,profit_growth_5y,operating_leverage,pe_ratio,peg_ratio,pb_ratio,ev_ebitda,beta,dividend_yield,liquidity,promoter_holding,promoter_holding_growth,quarterly_revenue,quarterly_profit,quarterly_eps,quarterly_revenue_growth,quarterly_profit_growth,quarterly_eps_growth,quarterly_de_ratio,quarterly_current_ratio,quarterly_interest_coverage,market_cap (s),stock_price (s),eps_growth_5y (s),roe (s),roce (s),operating_margin (s),net_margin (s),de_ratio (s),interest_coverage (s),current_ratio (s),free_cash_flow (s),revenue_growth_5y (s),profit_growth_5y (s),cash_flow_growth (s),pe_ratio (s),peg_ratio (s),pb_ratio (s),ev_ebitda (s),liquidity (s),promoter_holding (s),promoter_holding_growth (s)
WILLAMAGOR.NS,,34.08,38.424464,50.47619048,384244640,34.08,24.89,1.321659495,,,0.52011,9.6047,1,,-3557.383901,,,,,28225000,-0.522326708,-1813918000,1.320871401,-2.528822252,1.3692247,0.01035989,-0.1640765,339.168,0.65,,13773,62.01,0,"[4897000.0, 4575000.0, 4920000.0, 13688000.0, 5042000.0]","[17683000.0, 154005000.0, 57453000.0, 43669000.0, -2069047000.0]","[1.61, 5.23, 3.98, -188.84]","[-0.06575454359812127, 0.07540983606557372, 1.7821138211382115, -0.6316481589713618]","[7.709212237742465, -0.6269406837440343, -0.2399178458914243, -48.38022395749845]","[2.248447204968944, -0.2390057361376674, -48.447236180904525]","[-2.4360590844598695, -2.3611042524775256, -8.66775997865855]",[],[],5,5,5,0,0,5,5,0,0,0,0,0,5,0,5,5,5,0,0,5,3
DEVIT.NS,,39.51,225.4162688,49.52380952,2254162688,39.51,2.39,3.775798539,,,0.066139996,0.07546,0.09783,29.062,11.50456104,,,,,1700743000,0.194658606,148729000,3.805777058,19.55103419,16.53138,0.043782474,3.2644799,27.582,-0.608,0.5,51377,66.63,0,"[429852000.0, 509636000.0, 477117000.0, 359389000.0, 354601000.0]","[21073000.0, 12247000.0, 17267000.0, 83870000.0, 35345000.0]","[0.376, 0.308, 1.496, 0.624]","[0.18560806975424105, -0.06380828669874183, -0.24674870105236246, -0.01332261143218072]","[-0.4188297821857353, 0.4098963011349719, 3.8572421381826603, -0.578573983545964]","[-0.18085106382978722, 3.8571428571428568, -0.5828877005347594]","[0.29121442811009945, 0.37905486981221637, 0.26292620732065797]",[],"[6.179396423248882, 4.435001679543165, 5.329633956386293, 10.582336240113568, 10.22466281310212]",5,5,5,0,0,0,3,0,5,0,0,5,5,0,3,5,0,0,3,5,3
GLOBECIVIL.NS,,69.76,424.3233024,49.52380952,4243233024,69.76,2.57,-0.067294974,0.26150998,0.09122,0.15985,0.06353,0.20917,146.033,2.057276712,1.318,0.678,171444992,,3321620000,0.078233976,153780000,0.719517109,9.196990133,27.14397,,2.8553889,8.266,,,218839,63.41,0,[],[],[],[],[],[],[],[],[],5,5,0,5,0,3,0,0,3,3,5,0,5,0,0,0,0,5,5,5,3
MURUDCERA.NS,,42.49,257.256832,49.52380952,2572568320,42.49,1.63,0.600250612,,,0.10165,0.04788,0.71897006,32.002,2.094186377,,,,,2024117000,0.181310065,99244000,0.665804657,3.672188068,26.067486,0.434276709,0.6914115,11.066,-0.072,1.18,41106,73.93,0,"[461469000.0, 659473000.0, 501469000.0, 428457000.0, 434718000.0]","[19286000.0, 34631000.0, 18489000.0, 29075000.0, 20118000.0]","[0.32, 0.28, 0.48, 0.33]","[0.4290732421896162, -0.2395913100308883, -0.14559623825201562, 0.014612901644739162]","[0.7956548791869751, -0.46611417516098297, 0.5725566553085619, -0.30806534823731724]","[-0.12499999999999989, 0.714285714285714, -0.3124999999999999]","[0.3200192756629436, 0.2858799708104933, 0.33733433324131334]",[],"[1.680211026483125, 3.844494476150584, 1.6549293304808332, 1.8822745302035242, 1.6276792373293556]",5,5,5,0,0,3,0,0,3,0,0,5,5,0,0,5,5,3,0,5,3
SAGARDEEP.NS,,28.78,49.0911968,49.52380952,490911968,28.78,1.17,0.80441304,,,0.01036,0.01564,0.04671,19.215,3.232656955,,,,,1248122000,0.11237419,19236000,0.551662599,4.909157504,24.598291,0.305791798,1.5830584,26.531,-0.192,,58281,74.24,0.2,[],[],[],[],[],[],[],[],[],5,5,5,0,0,0,0,0,5,0,0,3,5,0,3,5,3,0,3,5,5
DNAMEDIA.NS,,4.39,52.0198464,48.57142857,520198464,4.39,0.79,-0.170173467,,,-2.3924,0.84242994,0.57838,,16.88048082,,,,,131919000,0.267202466,136185000,-0.171484611,-0.641777803,5.5569615,,-0.21087518,-1642.601,-0.632,,60602,62.17,0,"[7867000.0, 56618000.0, 17125000.0, 28546000.0, 29630000.0]","[-18860000.0, 39811000.0, 25424000.0, 46424000.0, 24526000.0]","[-0.16, 0.22, 0.39, 0.21]","[6.1968984365069275, -0.6975343530326045, 0.6669197080291971, 0.037973796679044325]","[-3.110869565217391, -0.36138253246590135, 0.8259911894273129, -0.47169567465104256]","[-2.375, 0.7727272727272727, -0.46153846153846156]","[-1.789731227877867, -1.7427675237247593, -1.69488235703183]",[],"[-46.636591478696744, 39.909542743538765, 895.46875, 46523.0, 4.174116424116424]",5,5,0,0,0,0,5,0,5,0,0,5,0,0,5,0,5,5,3,5,3
LAL.NS,,10.36,178.9550592,48.57142857,1789550592,10.36,0.28,2.524621497,,,0.23852,0.08606,0.3827,20.1,5.439113757,,,,,634204000,0.374088659,58364000,2.649225328,7.081811403,37,0.146556623,3.761801,15.473,-0.419,,24443,56.17,0,"[91908000.0, 139225000.0, 212705000.0, 130508000.0, 151766000.0]","[9640000.0, -65673000.0, -16244000.0, 121704000.0, 18577000.0]","[0.06, -0.09, 0.7, 0.12]","[0.514830047438743, 0.5277787753636201, -0.3864366140899368, 0.16288656634076082]","[-7.812551867219917, -0.7526532973977129, -8.49224328983009, -0.8473591665023336]","[-2.5, -8.777777777777779, -0.8285714285714285]","[0.20099712795214794, 0.23854245871770224, 0.6245988975219282]",[],"[11.31217750257998, -5.8603896103896105, -18.24668541582965, 63.67962308598351, 6.5526123936816525]",5,5,5,0,0,5,3,0,5,0,0,5,5,0,0,5,0,0,0,5,3
SIGIND.NS,,55.89,164.523392,48.57142857,1645233920,55.89,5.25,0.246457632,,,0.08641,0.013350001,0.16212,165.888,1.415049268,,,,,11790948000,0.103586099,156415000,0.237954527,2.297166604,10.645714,0.431949049,0.740461,7.353,0.268,0.88,23245,72.78,0,"[2595208000.0, 3648203000.0, 3039810000.0, 2576520000.0, 2526415000.0]","[6869000.0, 74087000.0, 45210000.0, 32185000.0, 4933000.0]","[0.11, 1.41, 0.97, 0.04]","[0.4057458978239894, -0.16676511696306373, -0.1524075517877762, -0.01944677316690735]","[9.78570388702868, -0.3897714848758892, -0.2880999778809997, -0.8467298430946093]","[11.818181818181817, -0.3120567375886525, -0.9587628865979382]","[1.5731315573076852, 1.5751968980922042, 1.4421598900287425]",[],"[1.06504089308101, 1.831972463611527, 1.446099346723939, 1.3078412592654285, 1.0666298530976182]",5,5,5,0,0,0,0,0,0,0,0,3,5,0,5,5,5,5,0,5,3
SINCLAIR.NS,,94.96,493.686272,48.57142857,4936862720,94.96,2.6,0.287214409,,,0.29062,0.25362,0.57469004,17.76,11.67509588,,,,,534237000,0.207769127,139968000,0.252285265,1.214257713,36.52308,1.271631189,4.19342,31.051,-0.38,0.83,49989,62.67,0,"[156931000.0, 143655000.0, 144288000.0, 80844000.0, 165450000.0]","[61848000.0, 37849000.0, 11214000.0, 22424000.0, 68481000.0]","[1.21, 0.22, 0.44, 1.34]","[-0.08459768943038659, 0.004406390310117914, -0.4397039254823686, 1.0465340656078372]","[-0.3880319492950459, -0.703717403366007, 0.9996433030140894, 2.0539154477345702]","[-0.8181818181818181, 1.0, 2.0454545454545454]","[0.17760415859018694, 0.20099396323288835, 0.09492893424670301]",[],"[16.322914631764018, 9.07078457701899, 3.8756875687568755, 9.556221461187215, 36.91895113230036]",5,5,5,0,0,5,5,0,5,0,0,5,5,0,0,3,0,0,0,5,3
SSDL.NS,,86,343.6671488,48.57142857,3436671488,86,7.79,0.354277237,,,0.053260002,0.049089998,0.12738,8.619,17.94520548,,,,,6035910000,0.036028986,305760000,0.354350464,9.835149602,11.039795,0.311614573,1.9191288,8.003,,4.37,34031,74.99,0,"[1447710000.0, 1263280000.0, 1821400000.0, 1647500000.0, 1303730000.0]","[63520000.0, 70240000.0, 78830000.0, 95670000.0, 61000000.0]","[1.61, 1.99, 2.42, 1.540412]","[-0.12739429858189832, 0.44180229244506375, -0.09547600746678375, -0.20866160849772386]","[0.10579345088161207, 0.12229498861047827, 0.2136242547253584, -0.3623915543012438]","[0.2360248447204969, 0.2160804020100502, -0.36346611570247933]","[0.08618770241093919, 0.0, 0.6699995378144787]",[],"[33.669201520912544, 24.951338199513383, 11.934873949579831, 33.19746835443038, 13.073846153846153]",5,5,5,0,0,0,0,0,5,0,0,0,5,0,5,5,3,5,0,5,3
UMIYA-MRO.NS,,95.96,179.2974336,48.57142857,1792974336,95.96,19.22,-0.579544828,,,3.21888,0.70655,0.68108004,158.284,1.675360935,,,,,486078000,-0.26538261,58394000,-0.579770465,2.184658842,4.992716,,2.3408875,5.58,0.84,,311456,64.19,3.25,"[128260000.0, 126417000.0, 121435000.0, 129249000.0, 107911000.0]","[314344000.0, 3291000.0, 20708000.0, 19471000.0, 14925000.0]","[16.82, 1.11, 1.04, 0.8]","[-0.014369249961016739, -0.03940925666642936, 0.06434718161979669, -0.16509218639989476]","[-0.9895305779655409, 5.292312367061683, -0.059735367973729914, -0.23347542499101226]","[-0.9340071343638525, -0.06306306306306309, -0.23076923076923073]","[1.7237050907494185, 1.7353258421394122, 1.6895974294717084]",[],"[15.136681943171402, 1.2564028465123, 1.9461844308035714, 1.8683968276448095, 1.5940148305084745]",5,5,0,0,0,5,5,0,3,0,0,0,0,0,5,0,3,5,5,5,5
PRUDMOULI.NS,,25.23,81.3717952,47.61904762,813717952,25.23,1.75,0.32801242,,,0,0,0,,3.411832659,,,,,924051810,0.20187076,57406900,0.31368647,1.553897503,14.417143,0.4395304,,,,,196459,62.72,-0.01,"[52095000.0, 69439810.0, 322967000.0, 191248000.0, 340397000.0]","[14007000.0, 10939900.0, 11081000.0, 21845000.0, 13542000.0]","[0.43, 0.4, 0.68, 0.42]","[0.332945772147039, 3.6510351914845387, -0.4078404295175668, 0.779872207813938]","[-0.21896908688512884, 0.012897741295624376, 0.9713924736034654, -0.38008697642481115]","[-0.06976744186046502, 0.7, -0.3823529411764707]","[0.4312376461077095, 0.26800334776754847, 0.285292628804012]",[],"[2.8214008537058595, 2.6162391796303193, 2.505907300817934, 5.300886220697541, 4.053545112166367]",5,5,5,0,0,0,0,0,5,0,0,5,5,0,5,5,0,0,5,5,0
SIKKO.NS,,94.6,211.8629376,47.61904762,2118629376,94.6,2.37,0.295597068,,,0.16781999,0.07348,0.35009,5.057,16.92187912,,,,,617480000,0.067231108,42666000,0.314838924,4.682935239,39.91561,1.350338494,2.0386174,27.248,-0.224,,287723,54.96,0,"[181018000.0, 188516000.0, 117037000.0, 153167000.0, 158760000.0]","[21791000.0, -8814000.0, 12972000.0, 21017000.0, 17490000.0]","[1.0, 0.77, 1.236799, 1.04]","[0.04142129511982229, -0.3791667550764922, 0.3087057938942386, 0.03651569855125447]","[-1.4044789133128357, -2.4717494894486043, 0.62018193031144, -0.16781652947613834]","[-0.22999999999999998, 0.6062324675324675, -0.1591196305947854]","[0.05056952926286817, 0.12266729700407901, 0.21130065113275576]",[],"[48.54330708661417, -5.031496062992126, 25.278884462151396, 26.39602169981917, 58.01724137931034]",5,5,5,0,0,3,3,0,5,0,0,0,5,0,0,3,3,0,5,5,3
ALPA.NS,,88.56,191.2115968,46.66666667,1912115968,88.56,12.44,0.114269501,,,-0.00677,0.23768999,0.32686,,883.024055,,,,,1116348000,0.003371321,195031000,0.114414497,33.93758247,7.118971,0.622998347,1.1551856,15.912,0.56,,21331,57.29,0,"[191107000.0, 391022000.0, 261502000.0, 249387000.0, 214437000.0]","[117678000.0, -21742000.0, 89018000.0, 76864000.0, 50963000.0]","[5.59, 4.23, 3.66, 2.42]","[1.0460893635502626, -0.33123455969229354, -0.0463285175639192, -0.14014363218612036]","[-1.1847584085385543, -5.094287554042866, -0.1365341840975982, -0.3369717943380516]","[-0.24329159212880136, -0.13475177304964547, -0.3387978142076503]","[0.00020007688085392578, 0.013736535771064217, 0.034536987787473605]",[],"[248.74315789473684, 11.359804520464264, 99.60243632336656, 190.9744094488189, 99.57446808510639]",5,5,3,0,0,0,5,0,5,0,0,0,3,0,5,5,5,0,0,5,3
BRNL.NS,,22.5,192.8907392,46.66666667,1928907392,22.5,19.7,,,,0.1942,0.76742,0.85487,102.893,3.508178713,,,,,2742863000,0.082225995,1411160000,,,1.1421319,,0.38028598,13.9,-0.368,,400173,51.97,0,"[462458000.0, 472622000.0, 477480000.0, 762144000.0, 1030617000.0]","[102294000.0, -57516000.0, 1695774000.0, -71643000.0, -155456000.0]","[1.59, 20.199809, -0.853401, -1.3]","[0.021978212075475012, 0.010278827477349761, 0.596179944709726, 0.352260202796322]","[-1.562261716229691, -30.483517629876903, -1.0422479646462324, 1.1698700501095711]","[11.704282389937106, -1.0422479737308408, 0.5233167057455992]","[1.313122893202586, 7.84669843259587, 6.986379492013759]",[],"[45903.0, -15.564705882352941, 125.4594125198218, -0.9064150943396226, 0.7190628470100111]",5,5,0,0,0,3,5,0,5,0,0,0,0,0,5,0,5,3,5,5,3
CINEVISTA.NS,,17.69,101.9509184,46.66666667,1019509184,17.69,0.45,0.242370883,,,0.40947,-1.7988901,-0.59407,49.609,-4.94688424,,,,,115435000,1.245152154,-316188000,0.242370793,0.194651547,39.31111,1.621940287,2.0111415,-8.209,0.289,,35576,67.43,0,"[46294000.0, 114745000.0, 264000.0, 198000.0, 229000.0]","[9935000.0, -258663000.0, -22451000.0, -19342000.0, -15732000.0]","[0.172974, 0.0, -0.336755, -0.273903]","[1.4786149393009893, -0.9976992461545166, -0.25, 0.15656565656565657]","[-27.035530951182686, -0.9132036665468196, -0.13847935503986464, -0.1866404715127702]","[-1.0, -inf, -0.18664013897343767]","[0.4960926365795724, 0.3494172182903798, 0.2938562530740649]",[],"[2.1007090627077334, -18.6721695207589, -1.3518751309448984, -0.8657277901032121, -0.851912889935256]",5,5,5,0,0,5,0,0,0,0,0,5,5,0,0,3,3,5,0,5,3
HPAL.NS,,46.72,432.2442752,46.66666667,4322442752,46.72,1.84,0.360636118,,,0.07744,0.06511,0.36665002,4.18,88.26884884,,,,,2528716000,0.153872198,182436000,0.448203813,2.912831684,25.391304,0.704069913,2.3449109,16.216,-0.055,0.85,56903,71.35,0,"[661049000.0, 667432000.0, 666763000.0, 589280000.0, 605242000.0]","[41938000.0, 42547000.0, 42072000.0, 41732000.0, 56086000.0]","[0.46, 0.46, 0.45, 0.61]","[0.009655865147666809, -0.0010023493030001385, -0.11620770798619595, 0.027087292967689303]","[0.014521436406123245, -0.011164124380097284, -0.008081384293591953, 0.3439566759321384]","[0.0, -0.021739130434782594, 0.3555555555555554]","[0.04180332494752539, 0.01657302173301389, 0.018736544432681308]",[],"[9.639944177391843, 3.2361941747572818, 11.039578292430004, 10.967843756164925, 16.641907575437855]",5,5,5,0,0,0,0,0,5,0,0,5,5,0,0,5,3,0,3,5,3
KRITINUT.NS,,90.09,460.4929024,46.66666667,4604929024,90.09,6.42,0.44224957,,,0.04336,0.04157,0.12191,1.449,141.5713075,,,,,7334050000,-0.007878253,369935000,0.443263345,-56.26416854,14.032709,0.317302943,2.130593,10.948,0.14,0.33,13009,66.69,0,"[2290404000.0, 1991213000.0, 1729213000.0, 1735468000.0, 1878156000.0]","[94897000.0, 49190000.0, 82466000.0, 95553000.0, 142726000.0]","[1.89, 1.65, 1.91, 2.85]","[-0.13062804640578696, -0.13157808833108264, 0.0036172524726565403, 0.0822187444539455]","[-0.4816485241893843, 0.6764789591380362, 0.15869570489656337, 0.4936841334128703]","[-0.12698412698412698, 0.15757575757575748, 0.49214659685863893]","[0.014487417852475011, 0.03525674566120359, 0.06881745531687283]",[],"[103.80329289428076, 178.94692737430168, 83.06010928961749, 109.63518197573657, 147.63700234192038]",5,5,5,0,0,0,0,0,5,0,0,0,5,0,5,5,3,3,0,5,3
FELDVR.NS,,3.65,28.8067712,45.71428571,288067712,3.65,-37.85,1.565447334,-2.38273,-0.05105,-0.97987,-1.31188,0.07582,,-3.163182826,0.366,0.197,13640474624,,21933700000,0.542302446,-28774300000,1.565034454,2.885907055,,,0.06898898,-46.734,0.445,,3482,72.22,0,[],[],[],[],[],[],[],[],[],5,5,5,0,0,0,0,0,0,0,5,5,5,0,0,0,5,5,0,5,3
SADBHIN.NS,,3.77,134.9364352,45.71428571,1349364352,3.77,-1.2,0.525490302,,,0.52072,-0.058319997,0.73603994,,0.969243823,,,,,6997170000,-0.099923325,-749830000,0.527856225,-5.282612707,,,-0.24363448,6.943,0.479,,132314,70.26,0,"[1862810000.0, 1955010000.0, 1739110000.0, 1634810000.0, 1668240000.0]","[119780000.0, -860000000.0, -37360000.0, 355700000.0, -208190000.0]","[0.34, -0.11, 1.01, -0.59]","[0.04949511759116598, -0.11043421772778661, -0.0599732046851551, 0.020448859500492356]","[-8.179829687760895, -0.9565581395348837, -10.520877944325482, -1.5852965982569582]","[-1.3235294117647058, -10.181818181818182, -1.5841584158415842]","[-5.877724117446453, -5.988175002716309, -5.804816489084941]",[],"[1.4016580193999548, 0.11805825242718447, 1.130386311860792, 1.6170620987158908, 0.8323273458899959]",5,5,5,0,0,5,0,0,0,0,0,0,5,0,0,0,5,5,5,5,3
STEELCITY.NS,,99.95,151.4425344,45.71428571,1514425344,99.95,11.25,0.074583331,,,0.32866,0.25097,0.98156,3.148,25.40441745,,,,,652833000,0.00857121,171523000,0.074691987,8.714287433,8.884444,1.191210403,1.1653259,,-0.17,4.94,5450,73.87,1.23,"[149941000.0, 137568000.0, 162775000.0, 185291000.0, 167199000.0]","[40818000.0, 29256000.0, 48474000.0, 51380000.0, 42417000.0]","[2.7, 3.21, 3.4, 2.81]","[-0.08251912418884766, 0.18323301930681546, 0.13832590999846417, -0.09764100792806996]","[-0.2832573864471557, 0.6568908941755538, 0.05994966373726118, -0.17444530945893344]","[0.18888888888888888, 0.05919003115264787, -0.17352941176470582]","[0.03148316791949002, 0.08922624327337494, 0.042939571347711855]",[],"[33.12810707456979, 105.4675, 21.03064623584277, 20.338724168912847, 18.24277456647399]",5,5,0,0,0,5,5,0,5,0,0,0,0,0,5,3,5,0,0,5,5
DJML.NS,,93,310.2590976,44.76190476,3102590976,93,2.25,0.307220599,,,0.11607,0.07914,0.36789,32.186,4.049511881,,,,,820883000,0.201351138,67203000,0.30754586,1.527410586,41.333332,1.345395855,4.7376466,17.749,-0.831,0.1,17926,56.36,0,"[252428000.0, 277260000.0, 204204000.0, 189507000.0, 149912000.0]","[17936000.0, 24549000.0, 18086000.0, 12507000.0, 12061000.0]","[0.56, 56.0, 0.39, 0.373333]","[0.09837260525773694, -0.26349275048690757, -0.07197214550155728, -0.20893687304426745]","[0.36869982158786807, -0.2632693796081307, -0.3084706402742453, -0.035660030382985486]","[98.99999999999999, -0.9930357142857142, -0.04273589743589745]","[0.3487223962147861, 0.5545686874188278, 0.53043301993096]",[],"[3.847650748943797, 5.476365617763247, 3.969983972023896, 3.705278835015721, 2.9475705213410133]",5,5,5,0,0,3,3,0,5,0,0,5,5,0,0,3,0,0,0,5,3
DONEAR.NS,,90.96,472.992,43.80952381,4729920000,90.96,6.13,0.118567306,,,0.0916,0.035,0.47213,166.041,2.549607825,,,,,9077880000,0.169291793,318679000,0.118544585,0.700238229,14.838499,1.251483189,2.0122113,10.392,0.164,0.21,25582,74.56,0,"[1963161000.0, 2517489000.0, 2471719000.0, 2098661000.0, 1990011000.0]","[88056000.0, 16095000.0, 109054000.0, 105711000.0, 87841000.0]","[1.69, 2.1, 2.03, 1.69]","[0.28236502253253803, -0.018180814295514325, -0.15093058717435115, -0.051771105481066226]","[-0.8172185881711638, 5.775644610127369, -0.0306545381187302, -0.16904579466659098]","[0.24260355029585812, -0.03333333333333344, -0.16748768472906395]","[1.6604095155962928, 1.749041486115111, 1.6502266487277164]",[],"[2.7613398464759245, 1.9589804514526408, 2.8528555705026295, 2.5059280292055397, 2.6353466650375377]",5,5,3,0,0,0,0,0,3,0,0,5,3,0,5,3,3,3,0,5,3
INDBANK.NS,,40.18,181.3593088,43.80952381,1813593088,40.18,1.42,0.067524633,,,0.42088002,0.30297002,0.94448996,0.007,95.41133005,,,,,209528000,0.059229375,84633000,0.067174173,1.134136121,28.295776,4.190437609,1.9186325,,-0.286,,894397,64.84,0,"[63342000.0, -9087000.0, 58144000.0, 78646000.0, 73359000.0]","[21389000.0, 11379000.0, 11739000.0, 33001000.0, 28514000.0]","[0.48, 0.26, 0.74, 0.64]","[-1.1434593160935873, -7.398591394299549, 0.35260731975784254, -0.06722528799938965]","[-0.4679975688437982, 0.03163722646981282, 1.8112275321577647, -0.13596557680070298]","[-0.45833333333333326, 1.8461538461538458, -0.1351351351351351]","[6.764740861326086e-05, 0.0, 0.0]",[],"[38.16021361815754, 43.35933147632312, 38.79840319361278, 230.15706806282722, 223.03592814371257]",5,5,0,0,0,5,5,5,5,0,0,0,0,0,0,0,3,0,5,5,3
KMSUGAR.NS,,28.25,259.9004672,43.80952381,2599004672,28.25,4.53,-0.050554033,,,0.100080006,0.059720002,0.31707,83.245,3.791313378,,,,,6564684000,0.06382078,355522000,-0.050023396,-0.783810485,6.2362027,,0.7689795,6.028,0.1,,105343,56.51,0,"[2082300000.0, 1507184000.0, 1657600000.0, 1704900000.0, 1695000000.0]","[131300000.0, 110622000.0, 126400000.0, 48400000.0, 70100000.0]","[1.43, 1.37, 0.53, 0.76]","[-0.2761926715650963, 0.09979936092739838, 0.02853523166023164, -0.005806792187225018]","[-0.15748667174409747, 0.1426298566288804, -0.6170886075949367, 0.44834710743801653]","[-0.04195804195804187, -0.6131386861313869, 0.4339622641509433]","[0.8324204400671247, 0.5885899225790074, 0.9601336880230227]",[],"[4.54059405940594, 4.776465288552981, 7.69172932330827, 2.1992263056092844, 2.7245614035087717]",5,5,0,0,0,3,0,0,5,0,0,0,0,0,5,0,5,5,5,5,3
LATTEYS.NS,,23.3,133.9652608,43.80952381,1339652608,23.3,0.31,0.430606281,,,0.04705,0.0248,0.24606001,43.494,3.038844225,,,,,802097000,0.252193785,18069000,0.204183206,0.809628221,75.161285,1.745475818,6.2769394,32.144,1.087,,194014,70.42,0,[],[],[],[],[],[],[],[],[],5,5,5,0,0,0,0,0,5,0,0,5,5,0,0,3,0,0,5,5,3
PILITA.NS,,11.49,274.9618432,43.80952381,2749618432,11.49,0.23,0.25992105,,,0.09559,0.051220004,0.42957002,11.922,5.718411309,,,,,979977000,0.152616265,52426000,0.277630685,1.819142182,49.95652,1.921988235,3.399408,32.451,0.41,,107954,50.09,0,"[240435000.0, 247655000.0, 302231000.0, 218125000.0, 211966000.0]","[15452000.0, 10719000.0, 15643000.0, 10944000.0, 15120000.0]","[0.07, 0.07, 0.04, 0.06]","[0.0300289059413148, 0.22037108073731604, -0.2782838292564297, -0.028236103151862424]","[-0.30630339114677707, 0.45937121000093284, -0.3003899507767053, 0.381578947368421]","[0.0, -0.4285714285714286, 0.5]","[0.11922250788798433, 0.20948085908809144, 0.21040144509449732]",[],"[9.880911435941531, 7.471756247860322, 5.76265998887034, 5.015169471438729, 5.157000727978646]",5,5,5,0,0,0,0,0,5,0,0,5,5,0,0,3,0,0,5,5,3
PRITIKAUTO.NS,,16.06,278.384512,43.80952381,2783845120,16.06,1.08,-0.14011428,,,0.11033,0.04679,0.50745,65.968,3.263803952,,,,,3568865000,0.095805344,169265000,0.055171773,0.575873647,14.870369,,1.1198661,7.45,-0.059,,120423,57.51,0,"[1146104000.0, 1016615000.0, 806508000.0, 857707000.0, 888035000.0]","[43157000.0, 31376000.0, 31327000.0, 73195000.0, 33368000.0]","[0.26, 0.19, 0.45, 0.21]","[-0.11298189344073484, -0.20667312601132193, 0.06348232131609355, 0.03535939429199009]","[-0.2729800495863939, -0.0015617032126465924, 1.336482906119322, -0.5441218662476945]","[-0.2692307692307693, 1.3684210526315788, -0.5333333333333334]","[0.7149515524047717, 0.7051984885605678]",[],"[2.5314513295068526, 3.560515873015873, 2.486242857935319, 4.183899485898237, 2.776574579354252]",5,5,0,0,0,3,0,0,5,0,0,0,0,0,5,0,5,5,5,5,3
